OBS,YEAR,MONTH,U.S._STATE,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,HURRICANE.NAMES,OUTAGE.DURATION,CUSTOMERS.AFFECTED,POPULATION,OUTAGE.START,OUTAGE.RESTORATION,anomaly_bin
938,2013,5.0,New York,Northeast,-0.2,normal,intentional attack,vandalism,,1.0,,19691032,2013-05-30 10:15:00,2013-05-30 10:16:00,-0.5 to 0
939,2015,11.0,New York,Northeast,2.2,warm,intentional attack,suspicious activity,,5.0,,19795791,2015-11-13 11:30:00,2015-11-13 11:35:00,>1.0
940,2013,5.0,New York,Northeast,-0.2,normal,severe weather,thunderstorm,,2515.0,61795.0,19691032,2013-05-29 20:58:00,2013-05-31 14:53:00,-0.5 to 0
941,2014,2.0,New York,Northeast,-0.5,cold,fuel supply emergency, Coal,,25920.0,,19748858,2014-02-05 07:00:00,2014-02-23 07:00:00,-1.0 to -0.5
942,2013,7.0,New York,Northeast,-0.3,normal,severe weather,thunderstorm,,2730.0,74300.0,19691032,2013-07-19 22:30:00,2013-07-21 20:00:00,-0.5 to 0
943,2010,3.0,New York,Northeast,0.9,warm,severe weather,wind/rain,,9480.0,173000.0,19402920,2010-03-13 18:00:00,2010-03-20 09:00:00,0.5 to 1.0
944,2008,12.0,New York,Northeast,-0.7,cold,severe weather,winter storm,,5400.0,60000.0,19212436,2008-12-11 18:00:00,2008-12-15 12:00:00,-1.0 to -0.5
945,2011,5.0,New York,Northeast,-0.4,normal,intentional attack,vandalism,,30.0,0.0,19523202,2011-05-11 11:00:00,2011-05-11 11:30:00,-0.5 to 0
946,2008,1.0,New York,Northeast,-1.4,cold,severe weather,heavy wind,,3584.0,54316.0,19212436,2008-01-30 03:06:00,2008-02-01 14:50:00,<-1.0
947,2011,1.0,New York,Northeast,-1.3,cold,fuel supply emergency,Coal,,3600.0,,19523202,2011-01-27 17:00:00,2011-01-30 05:00:00,<-1.0
948,2011,3.0,New York,Northeast,-0.7,cold,fuel supply emergency,Coal,,5850.0,,19523202,2011-03-01 08:00:00,2011-03-05 09:30:00,-1.0 to -0.5
949,2008,6.0,New York,Northeast,-0.5,cold,severe weather,storm,,4710.0,68000.0,19212436,2008-06-10 11:00:00,2008-06-13 17:30:00,-1.0 to -0.5
950,2014,3.0,New York,Northeast,-0.4,normal,intentional attack,,,1.0,,19748858,2014-03-20 00:00:00,2014-03-20 00:01:00,-0.5 to 0
951,2003,8.0,New York,Northeast,0.2,normal,system operability disruption,,,1732.0,3125350.0,19175939,2003-08-14 16:11:00,2003-08-15 21:03:00,0 to 0.5
952,2011,1.0,New York,Northeast,-1.3,cold,equipment failure,generator trip,,,0.0,19523202,2011-01-11 23:08:00,2011-01-11 23:08:00,<-1.0
953,2011,8.0,New York,Northeast,-0.6,cold,fuel supply emergency,Coal,,23040.0,,19523202,2011-08-03 10:00:00,2011-08-19 10:00:00,-1.0 to -0.5
954,2013,7.0,New York,Northeast,-0.3,normal,severe weather,heatwave,,1800.0,,19691032,2013-07-18 11:30:00,2013-07-19 17:30:00,-0.5 to 0
955,2011,10.0,New York,Northeast,-0.9,cold,severe weather,,,6074.0,50000.0,19523202,2011-10-29 16:16:00,2011-11-02 21:30:00,-1.0 to -0.5
956,2016,2.0,New York,Northeast,2.0,warm,intentional attack,,,,,19836286,2016-02-07 11:30:00,,>1.0
957,2007,6.0,New York,Northeast,-0.3,normal,severe weather,thunderstorm,,49.0,137000.0,19132335,2007-06-27 15:41:00,2007-06-27 16:30:00,-0.5 to 0
958,2011,8.0,New York,Northeast,-0.6,cold,severe weather,,,2299.0,100000.0,19523202,2011-08-28 09:42:00,2011-08-30 00:01:00,-1.0 to -0.5
959,2010,3.0,New York,Northeast,0.9,warm,severe weather,wind/rain,,5760.0,153000.0,19402920,2010-03-13 15:00:00,2010-03-17 16:00:00,0.5 to 1.0
960,2011,7.0,New York,Northeast,-0.3,normal,public appeal,,,420.0,,19523202,2011-07-22 11:00:00,2011-07-22 18:00:00,-0.5 to 0
961,2010,2.0,New York,Northeast,1.2,warm,severe weather,winter storm,,7320.0,55000.0,19402920,2010-02-25 17:00:00,2010-03-02 19:00:00,>1.0
962,2011,5.0,New York,Northeast,-0.4,normal,intentional attack,vandalism,,2880.0,0.0,19523202,2011-05-03 12:00:00,2011-05-05 12:00:00,-0.5 to 0
963,2006,2.0,New York,Northeast,-0.6,cold,severe weather,,,448.0,200000.0,19104631,2006-02-17 04:32:00,2006-02-17 12:00:00,-1.0 to -0.5
964,2010,2.0,New York,Northeast,1.2,warm,severe weather,winter storm,,2520.0,150000.0,19402920,2010-02-23 22:00:00,2010-02-25 16:00:00,>1.0
965,2016,5.0,New York,Northeast,0.6,warm,fuel supply emergency,,,18717.0,,19836286,2016-05-31 07:30:00,2016-06-13 07:27:00,0.5 to 1.0
966,2003,8.0,New York,Northeast,0.2,normal,system operability disruption,,,5513.0,,19175939,2003-08-14 16:10:00,2003-08-18 12:03:00,0 to 0.5
967,2010,6.0,New York,Northeast,-0.4,normal,system operability disruption,,,21.0,,19402920,2010-06-16 11:11:00,2010-06-16 11:32:00,-0.5 to 0
968,2003,11.0,New York,Northeast,0.3,normal,severe weather,heavy wind,,2100.0,50280.0,19175939,2003-11-13 07:30:00,2003-11-14 18:30:00,0 to 0.5
969,2004,1.0,New York,Northeast,0.3,normal,public appeal,,,3120.0,18600.0,19171567,2004-01-08 15:00:00,2004-01-10 19:00:00,0 to 0.5
970,2011,8.0,New York,Northeast,-0.6,cold,severe weather,,,8221.0,99700.0,19523202,2011-08-28 07:00:00,2011-09-03 00:01:00,-1.0 to -0.5
971,2005,6.0,New York,Northeast,0.2,normal,severe weather,thunderstorm,,3240.0,65000.0,19132610,2005-06-06 12:00:00,2005-06-08 18:00:00,0 to 0.5
972,2011,8.0,New York,Northeast,-0.6,cold,severe weather,,,2880.0,180000.0,19523202,2011-08-28 00:01:00,2011-08-30 00:01:00,-1.0 to -0.5
973,2015,7.0,New York,Northeast,1.2,warm,fuel supply emergency,,,255.0,,19795791,2015-07-29 16:45:00,2015-07-29 21:00:00,>1.0
974,2013,7.0,New York,Northeast,-0.3,normal,fuel supply emergency, Natural Gas,,2355.0,,19691032,2013-07-17 15:30:00,2013-07-19 06:45:00,-0.5 to 0
975,2015,9.0,New York,Northeast,1.7,warm,intentional attack,vandalism,,161.0,0.0,19795791,2015-09-13 17:56:00,2015-09-13 20:37:00,>1.0
976,2008,6.0,New York,Northeast,-0.5,cold,system operability disruption,uncontrolled loss,,50.0,61000.0,19212436,2008-06-11 13:15:00,2008-06-11 14:05:00,-1.0 to -0.5
977,2011,9.0,New York,Northeast,-0.8,cold,intentional attack,vandalism,,258.0,0.0,19523202,2011-09-13 14:03:00,2011-09-13 18:21:00,-1.0 to -0.5
978,2006,10.0,New York,Northeast,0.7,warm,severe weather,winter storm,,13140.0,120000.0,19104631,2006-10-12 20:00:00,2006-10-21 23:00:00,0.5 to 1.0
979,2011,8.0,New York,Northeast,-0.6,cold,severe weather,,,8640.0,50000.0,19523202,2011-08-28 05:01:00,2011-09-03 05:01:00,-1.0 to -0.5
980,2010,12.0,New York,Northeast,-1.4,cold,fuel supply emergency,,,18240.0,,19402920,2010-12-30 14:00:00,2011-01-12 06:00:00,<-1.0
981,2006,10.0,New York,Northeast,0.7,warm,severe weather,winter storm,,15492.0,250000.0,19104631,2006-10-12 17:48:00,2006-10-23 12:00:00,0.5 to 1.0
982,2012,10.0,New York,Northeast,0.3,normal,severe weather,hurricanes,Sandy,8268.0,371000.0,19606981,2012-10-29 18:48:00,2012-11-04 11:36:00,0 to 0.5
983,2012,6.0,New York,Northeast,-0.1,normal,intentional attack,vandalism,,,,19606981,2012-06-06 08:00:00,2012-06-06 08:00:00,-0.5 to 0
984,2013,8.0,New York,Northeast,-0.3,normal,intentional attack,vandalism,,300.0,,19691032,2013-08-01 11:00:00,2013-08-01 16:00:00,-0.5 to 0
985,2011,3.0,New York,Northeast,-0.7,cold,fuel supply emergency,Coal,,14400.0,,19523202,2011-03-08 08:00:00,2011-03-18 09:00:00,-1.0 to -0.5
986,2011,10.0,New York,Northeast,-0.9,cold,severe weather,,,7962.0,161151.0,19523202,2011-10-29 11:18:00,2011-11-04 00:00:00,-1.0 to -0.5
987,2004,2.0,New York,Northeast,0.3,normal,public appeal,,,2400.0,18600.0,19171567,2004-02-14 20:00:00,2004-02-16 12:00:00,0 to 0.5
988,2006,7.0,New York,Northeast,0.1,normal,severe weather,,,11296.0,25000.0,19104631,2006-07-17 18:50:00,2006-07-25 15:06:00,0 to 0.5
989,2007,6.0,New York,Northeast,-0.3,normal,system operability disruption,,,48.0,,19132335,2007-06-27 15:42:00,2007-06-27 16:30:00,-0.5 to 0
990,2014,2.0,New York,Northeast,-0.5,cold,fuel supply emergency, Coal,,60480.0,,19748858,2014-02-07 07:00:00,2014-03-21 08:00:00,-1.0 to -0.5
991,2008,8.0,Louisiana,South,-0.3,normal,fuel supply emergency,,,28170.0,,4435586,2008-08-31 07:30:00,2008-09-19 21:00:00,-0.5 to 0
992,2009,7.0,Louisiana,South,0.5,warm,public appeal,,,300.0,,4491648,2009-07-14 13:00:00,2009-07-14 18:00:00,0 to 0.5
993,2004,6.0,Louisiana,South,0.3,normal,severe weather,thunderstorm,,8054.0,59057.0,4552238,2004-06-02 01:46:00,2004-06-07 16:00:00,0 to 0.5
994,2010,8.0,Louisiana,South,-1.2,cold,public appeal,,,2775.0,,4544951,2010-08-02 12:45:00,2010-08-04 11:00:00,<-1.0
995,2010,8.0,Louisiana,South,-1.2,cold,public appeal,,,2775.0,,4544951,2010-08-02 12:45:00,2010-08-04 11:00:00,<-1.0
996,2005,8.0,Louisiana,South,-0.1,normal,severe weather,hurricanes,,2160.0,1100000.0,4576628,2005-08-29 06:00:00,2005-08-30 18:00:00,-0.5 to 0
997,2004,10.0,Louisiana,South,0.7,warm,severe weather,wildfire,,2100.0,,4552238,2004-10-25 11:00:00,2004-10-26 22:00:00,0.5 to 1.0
998,2010,8.0,Louisiana,South,-1.2,cold,public appeal,,,2775.0,,4544951,2010-08-02 12:45:00,2010-08-04 11:00:00,<-1.0
999,2016,5.0,Louisiana,South,0.6,warm,system operability disruption,transmission interruption,,3180.0,85000.0,4686157,2016-05-20 00:00:00,2016-05-22 05:00:00,0.5 to 1.0
1000,2010,8.0,Louisiana,South,-1.2,cold,public appeal,,,2775.0,,4544951,2010-08-02 12:45:00,2010-08-04 11:00:00,<-1.0
1001,2005,7.0,Louisiana,South,0.0,normal,severe weather,hurricanes,Cindy,1440.0,287000.0,4576628,2005-07-05 21:00:00,2005-07-06 21:00:00,-0.5 to 0
1002,2010,6.0,Louisiana,South,-0.4,normal,public appeal,,,430.0,,4544951,2010-06-17 09:30:00,2010-06-17 16:40:00,-0.5 to 0
1003,2012,1.0,Louisiana,South,-0.7,cold,system operability disruption,,,2129.0,1.0,4603676,2012-01-09 13:36:00,2012-01-11 01:05:00,-1.0 to -0.5
1004,2004,7.0,Louisiana,South,0.5,warm,public appeal,,,1755.0,,4552238,2004-07-24 15:45:00,2004-07-25 21:00:00,0 to 0.5
1005,2016,5.0,Louisiana,South,0.6,warm,severe weather,,,,57184.0,4686157,2016-05-20 01:15:00,,0.5 to 1.0
1006,2005,8.0,Louisiana,South,-0.1,normal,severe weather,hurricanes,Katrina,692.0,143000.0,4576628,2005-08-29 01:10:00,2005-08-29 12:42:00,-0.5 to 0
1007,2009,4.0,Louisiana,South,-0.1,normal,system operability disruption,,,732.0,11000.0,4491648,2009-04-24 11:09:00,2009-04-24 23:21:00,-0.5 to 0
1008,2011,4.0,Louisiana,South,-0.5,cold,equipment failure,,,7.0,11000.0,4575381,2011-04-20 08:07:00,2011-04-20 08:14:00,-1.0 to -0.5
1009,2009,6.0,Louisiana,South,0.4,normal,public appeal,,,510.0,,4491648,2009-06-24 13:30:00,2009-06-24 22:00:00,0 to 0.5
1010,2008,10.0,Louisiana,South,-0.4,normal,system operability disruption,,,420.0,,4435586,2008-10-02 14:50:00,2008-10-02 21:50:00,-0.5 to 0
1011,2008,9.0,Louisiana,South,-0.3,normal,severe weather,hurricanes,Gustav,13215.0,246092.0,4435586,2008-09-01 11:45:00,2008-09-10 16:00:00,-0.5 to 0
1012,2010,6.0,Louisiana,South,-0.4,normal,public appeal,,,557.0,,4544951,2010-06-17 08:30:00,2010-06-17 17:47:00,-0.5 to 0
1013,2009,7.0,Louisiana,South,0.5,warm,public appeal,,,300.0,,4491648,2009-07-15 13:00:00,2009-07-15 18:00:00,0 to 0.5
1014,2008,9.0,Louisiana,South,-0.3,normal,severe weather,hurricanes,Gustav,17812.0,150000.0,4435586,2008-09-01 10:30:00,2008-09-13 19:22:00,-0.5 to 0
1015,2008,9.0,Louisiana,South,-0.3,normal,severe weather,hurricanes,Ike,20416.0,50000.0,4435586,2008-09-13 10:24:00,2008-09-27 14:40:00,-0.5 to 0
1016,2005,9.0,Louisiana,South,0.0,normal,severe weather,hurricanes,Rita,6240.0,190000.0,4576628,2005-09-24 10:00:00,2005-09-28 18:00:00,-0.5 to 0
1017,2010,6.0,Louisiana,South,-0.4,normal,public appeal,,,467.0,,4544951,2010-06-17 09:30:00,2010-06-17 17:17:00,-0.5 to 0
1018,2012,8.0,Louisiana,South,0.3,normal,severe weather,hurricanes,Isaac,3067.0,95000.0,4603676,2012-08-29 09:48:00,2012-08-31 12:55:00,0 to 0.5
1019,2012,8.0,Louisiana,South,0.3,normal,severe weather,hurricanes,Isaac,3060.0,50000.0,4603676,2012-08-29 09:00:00,2012-08-31 12:00:00,0 to 0.5
1020,2008,5.0,Louisiana,South,-0.7,cold,system operability disruption,,,355.0,,4435586,2008-05-30 14:05:00,2008-05-30 20:00:00,-1.0 to -0.5
1021,2010,6.0,Louisiana,South,-0.4,normal,public appeal,,,430.0,,4544951,2010-06-17 09:30:00,2010-06-17 16:40:00,-0.5 to 0
1022,2009,7.0,Louisiana,South,0.5,warm,public appeal,,,300.0,,4491648,2009-07-16 13:00:00,2009-07-16 18:00:00,0 to 0.5
1023,2013,5.0,Louisiana,South,-0.2,normal,equipment failure,generator trip,,227.0,21800.0,4627491,2013-05-20 17:22:00,2013-05-20 21:09:00,-0.5 to 0
1024,2014,4.0,Louisiana,South,-0.2,normal,system operability disruption,,,52.0,28000.0,4648990,2014-04-23 19:45:00,2014-04-23 20:37:00,-0.5 to 0
1025,2002,10.0,Louisiana,South,1.1,warm,severe weather,hurricanes,Lily,,242910.0,4497267,2002-10-03 03:33:00,,>1.0
1026,2010,1.0,Louisiana,South,1.3,warm,public appeal,,,2880.0,,4544951,2010-01-06 18:00:00,2010-01-08 18:00:00,>1.0
1027,2005,9.0,Louisiana,South,0.0,normal,severe weather,hurricanes,Rita,18804.0,125000.0,4576628,2005-09-23 13:06:00,2005-10-06 14:30:00,-0.5 to 0
1028,2012,8.0,Louisiana,South,0.3,normal,severe weather,hurricanes,Isaac,1867.0,68018.0,4603676,2012-08-29 06:53:00,2012-08-30 14:00:00,0 to 0.5
1029,2011,4.0,Louisiana,South,-0.5,cold,severe weather,,,1690.0,,4575381,2011-04-26 05:49:00,2011-04-27 09:59:00,-1.0 to -0.5
1030,2010,4.0,Louisiana,South,0.5,warm,equipment failure,generator trip,,295.0,,4544951,2010-04-21 15:05:00,2010-04-21 20:00:00,0 to 0.5
1031,2013,3.0,Florida,Southeast,-0.3,normal,intentional attack,,,17.0,0.0,19594467,2013-03-18 17:50:00,2013-03-18 18:07:00,-0.5 to 0
1032,2012,8.0,Florida,Southeast,0.3,normal,severe weather,hurricanes,Isaac,240.0,440000.0,19352021,2012-08-26 22:04:00,2012-08-27 02:04:00,0 to 0.5
1033,2005,8.0,Florida,Southeast,-0.1,normal,severe weather,,,17520.0,0.0,17842038,2005-08-31 16:00:00,2005-09-12 20:00:00,-0.5 to 0
1034,2005,9.0,Florida,Southeast,0.0,normal,severe weather,,,8189.0,0.0,17842038,2005-09-23 07:00:00,2005-09-28 23:29:00,-0.5 to 0
1035,2008,2.0,Florida,Southeast,-1.3,cold,equipment failure,transmission trip,,182.0,584384.0,18527305,2008-02-26 13:09:00,2008-02-26 16:11:00,<-1.0
1036,2008,8.0,Florida,Southeast,-0.3,normal,severe weather,hurricanes,Fay,5820.0,430000.0,18527305,2008-08-21 19:00:00,2008-08-25 20:00:00,-0.5 to 0
1037,2016,4.0,Florida,Southeast,1.1,warm,intentional attack,sabotage,,83.0,0.0,20656589,2016-04-01 16:37:00,2016-04-01 18:00:00,>1.0
1038,2002,8.0,Florida,Southeast,0.8,warm,system operability disruption,,,230.0,25000.0,16689370,2002-08-09 08:23:00,2002-08-09 12:13:00,0.5 to 1.0
1039,2011,3.0,Florida,Southeast,-0.7,cold,severe weather,,,2009.0,50000.0,19105533,2011-03-31 14:30:00,2011-04-01 23:59:00,-1.0 to -0.5
1040,2005,10.0,Florida,Southeast,-0.2,normal,severe weather,hurricanes,Wilma,720.0,105000.0,17842038,2005-10-24 04:00:00,2005-10-24 16:00:00,-0.5 to 0
1041,2008,2.0,Florida,Southeast,-1.3,cold,system operability disruption,,,155.0,150000.0,18527305,2008-02-26 13:10:00,2008-02-26 15:45:00,<-1.0
1042,2004,5.0,Florida,Southeast,0.2,normal,public appeal,,,4320.0,0.0,17415318,2004-05-28 12:00:00,2004-05-31 12:00:00,0 to 0.5
1043,2004,5.0,Florida,Southeast,0.2,normal,public appeal,,,4320.0,0.0,17415318,2004-05-28 12:00:00,2004-05-31 12:00:00,0 to 0.5
1044,2004,8.0,Florida,Southeast,0.6,warm,severe weather,hurricanes,Charley,480.0,1200000.0,17415318,2004-08-13 15:00:00,2004-08-13 23:00:00,0.5 to 1.0
1045,2004,4.0,Florida,Southeast,0.1,normal,severe weather,heavy wind,,1005.0,179000.0,17415318,2004-04-12 05:30:00,2004-04-12 22:15:00,0 to 0.5
1046,2004,7.0,Florida,Southeast,0.5,warm,equipment failure,generator trip,,221.0,42124.0,17415318,2004-07-13 13:34:00,2004-07-13 17:15:00,0 to 0.5
1047,2010,1.0,Florida,Southeast,1.3,warm,system operability disruption,,,372.0,,18849890,2010-01-11 03:45:00,2010-01-11 09:57:00,>1.0
1048,2005,8.0,Florida,Southeast,-0.1,normal,severe weather,,,13430.0,0.0,17842038,2005-08-29 07:10:00,2005-09-07 15:00:00,-0.5 to 0
1049,2004,5.0,Florida,Southeast,0.2,normal,public appeal,,,4320.0,0.0,17415318,2004-05-28 12:00:00,2004-05-31 12:00:00,0 to 0.5
1050,2008,2.0,Florida,Southeast,-1.3,cold,system operability disruption,,,91.0,53965.0,18527305,2008-02-26 13:09:00,2008-02-26 14:40:00,<-1.0
1051,2009,1.0,Florida,Southeast,-0.7,cold,equipment failure,transmission trip,,1419.0,31000.0,18652644,2009-01-08 23:46:00,2009-01-09 23:25:00,-1.0 to -0.5
1052,2004,9.0,Florida,Southeast,0.7,warm,severe weather,hurricanes,Frances,3600.0,2775093.0,17415318,2004-09-04 08:00:00,2004-09-06 20:00:00,0.5 to 1.0
1053,2005,9.0,Florida,Southeast,0.0,normal,severe weather,,,10080.0,0.0,17842038,2005-09-22 12:00:00,2005-09-29 12:00:00,-0.5 to 0
1054,2008,8.0,Florida,Southeast,-0.3,normal,severe weather,hurricanes,Fay,5071.0,101950.0,18527305,2008-08-19 09:29:00,2008-08-22 22:00:00,-0.5 to 0
1055,2013,6.0,Florida,Southeast,-0.2,normal,system operability disruption,100 MW loadshed,,152.0,37.0,19594467,2013-06-17 16:17:00,2013-06-17 18:49:00,-0.5 to 0
1056,2004,9.0,Florida,Southeast,0.7,warm,severe weather,hurricanes,Jeanne,6840.0,110000.0,17415318,2004-09-26 03:00:00,2004-09-30 21:00:00,0.5 to 1.0
1057,2004,8.0,Florida,Southeast,0.6,warm,severe weather,hurricanes,Charley,221.0,78000.0,17415318,2004-08-13 16:43:00,2004-08-13 20:24:00,0.5 to 1.0
1058,2005,10.0,Florida,Southeast,-0.2,normal,severe weather,hurricanes,Wilma,24780.0,84900.0,17842038,2005-10-24 07:00:00,2005-11-10 12:00:00,-0.5 to 0
1059,2008,2.0,Florida,Southeast,-1.3,cold,system operability disruption,,,38.0,56000.0,18527305,2008-02-26 13:09:00,2008-02-26 13:47:00,<-1.0
1060,2008,2.0,Florida,Southeast,-1.3,cold,system operability disruption,,,61.0,47661.0,18527305,2008-02-26 13:09:00,2008-02-26 14:10:00,<-1.0
1061,2004,9.0,Florida,Southeast,0.7,warm,severe weather,hurricanes,Jeanne,7560.0,722000.0,17415318,2004-09-26 06:00:00,2004-10-01 12:00:00,0.5 to 1.0
1062,2013,8.0,Florida,Southeast,-0.3,normal,system operability disruption,uncontrolled loss,,90.0,104498.0,19594467,2013-08-01 23:19:00,2013-08-02 00:49:00,-0.5 to 0
1063,2004,9.0,Florida,Southeast,0.7,warm,severe weather,hurricanes,Frances,10380.0,832898.0,17415318,2004-09-05 07:00:00,2004-09-12 12:00:00,0.5 to 1.0
1064,2008,6.0,Florida,Southeast,-0.5,cold,equipment failure,transmission trip,,396.0,32593.0,18527305,2008-06-23 16:52:00,2008-06-23 23:28:00,-1.0 to -0.5
1065,2004,9.0,Florida,Southeast,0.7,warm,severe weather,hurricanes,Jeanne,2040.0,285300.0,17415318,2004-09-26 02:00:00,2004-09-27 12:00:00,0.5 to 1.0
1066,2004,9.0,Florida,Southeast,0.7,warm,severe weather,hurricanes,Frances,12060.0,268000.0,17415318,2004-09-04 10:00:00,2004-09-12 19:00:00,0.5 to 1.0
1067,2005,10.0,Florida,Southeast,-0.2,normal,severe weather,hurricanes,Wilma,1080.0,3241437.0,17842038,2005-10-23 20:00:00,2005-10-24 14:00:00,-0.5 to 0
1068,2004,9.0,Florida,Southeast,0.7,warm,severe weather,hurricanes,Jeanne,1680.0,26000.0,17415318,2004-09-25 17:00:00,2004-09-26 21:00:00,0.5 to 1.0
1069,2004,8.0,Florida,Southeast,0.6,warm,severe weather,hurricanes,Charley,13920.0,502000.0,17415318,2004-08-13 08:00:00,2004-08-23 00:00:00,0.5 to 1.0
1070,2005,8.0,Florida,Southeast,-0.1,normal,severe weather,,,14101.0,0.0,17842038,2005-08-29 17:00:00,2005-09-08 12:01:00,-0.5 to 0
1071,2004,8.0,Florida,Southeast,0.6,warm,severe weather,hurricanes,Charley,1099.0,23000.0,17415318,2004-08-13 22:04:00,2004-08-14 16:23:00,0.5 to 1.0
1072,2004,9.0,Florida,Southeast,0.7,warm,severe weather,hurricanes,Frances,2460.0,26000.0,17415318,2004-09-03 21:00:00,2004-09-05 14:00:00,0.5 to 1.0
1073,2011,3.0,Florida,Southeast,-0.7,cold,severe weather,,,540.0,87000.0,19105533,2011-03-31 11:30:00,2011-03-31 20:30:00,-1.0 to -0.5
1074,2011,1.0,Florida,Southeast,-1.3,cold,system operability disruption,,,52.0,20900.0,19105533,2011-01-13 07:21:00,2011-01-13 08:13:00,<-1.0
1075,2003,12.0,Florida,Southeast,0.3,normal,system operability disruption,transmission interruption,,816.0,16500.0,17004085,2003-12-05 04:49:00,2003-12-05 18:25:00,0 to 0.5
1076,2007,9.0,California,West,-0.9,cold,severe weather,heatwave,,420.0,,36250311,2007-09-04 08:30:00,2007-09-04 15:30:00,-1.0 to -0.5
1077,2008,5.0,California,West,-0.7,cold,system operability disruption,,,155.0,,36604337,2008-05-08 10:21:00,2008-05-08 12:56:00,-1.0 to -0.5
1078,2006,5.0,California,West,0.0,normal,severe weather,thunderstorm,,437.0,,36021202,2006-05-19 15:13:00,2006-05-19 22:30:00,-0.5 to 0
1079,2015,10.0,California,West,2.0,warm,public appeal,,,247.0,,39144818,2015-10-13 16:32:00,2015-10-13 20:39:00,>1.0
1080,2014,2.0,California,West,-0.5,cold,fuel supply emergency, Natural Gas,,540.0,,38792291,2014-02-06 13:00:00,2014-02-06 22:00:00,-1.0 to -0.5
1081,2013,4.0,California,West,-0.2,normal,intentional attack,vandalism,,1135.0,0.0,38414128,2013-04-25 16:00:00,2013-04-26 10:55:00,-0.5 to 0
1082,2008,1.0,California,West,-1.4,cold,equipment failure,,,437.0,,36604337,2008-01-29 05:00:00,2008-01-29 12:17:00,<-1.0
1083,2006,7.0,California,West,0.1,normal,severe weather,heatwave,,180.0,,36021202,2006-07-24 14:33:00,2006-07-24 17:33:00,0 to 0.5
1084,2005,7.0,California,West,0.0,normal,system operability disruption,,,171.0,128050.0,35827943,2005-07-21 14:39:00,2005-07-21 17:30:00,-0.5 to 0
1085,2013,8.0,California,West,-0.3,normal,severe weather,lightning,,656.0,124000.0,38414128,2013-08-19 19:06:00,2013-08-20 06:02:00,-0.5 to 0
1086,2005,9.0,California,West,0.0,normal,equipment failure,,,84.0,900000.0,35827943,2005-09-12 12:32:00,2005-09-12 13:56:00,-0.5 to 0
1087,2005,8.0,California,West,-0.1,normal,equipment failure,plant trip,,202.0,,35827943,2005-08-08 12:38:00,2005-08-08 16:00:00,-0.5 to 0
1088,2013,6.0,California,West,-0.2,normal,severe weather,fog,,255.0,148000.0,38414128,2013-06-23 21:20:00,2013-06-24 01:35:00,-0.5 to 0
1089,2008,7.0,California,West,-0.4,normal,severe weather,wildfire,,1054.0,37784.0,36604337,2008-07-02 19:36:00,2008-07-03 13:10:00,-0.5 to 0
1090,2015,2.0,California,West,0.5,warm,intentional attack,vandalism,,1.0,,39144818,2015-02-05 11:20:00,2015-02-05 11:21:00,0 to 0.5
1091,2013,2.0,California,West,-0.4,normal,islanding,,,1254.0,6810.0,38414128,2013-02-19 16:01:00,2013-02-20 12:55:00,-0.5 to 0
1092,2011,3.0,California,West,-0.7,cold,severe weather,storm,,1456.0,79000.0,37700034,2011-03-20 09:44:00,2011-03-21 10:00:00,-1.0 to -0.5
1093,2010,9.0,California,West,-1.4,cold,system operability disruption,,,177.0,,37334079,2010-09-27 15:15:00,2010-09-27 18:12:00,<-1.0
1094,2013,7.0,California,West,-0.3,normal,intentional attack,vandalism,,106.0,2500.0,38414128,2013-07-05 00:05:00,2013-07-05 01:51:00,-0.5 to 0
1095,2015,9.0,California,West,1.7,warm,system operability disruption,,,32.0,,39144818,2015-09-20 13:12:00,2015-09-20 13:44:00,>1.0
